"item","study_id","sub_id","task","response","rater1","rater2","rater3","rater_mean","response_id","fs","prompt","jrt"
"building","study_4",24,"hypothesis","The planets do not require photosynthesis to grow",3,3,2,2.666666667,16037,0.160287502,"why there is plant growth in an abandoned building",0.392834367922429
"building","study_4",39,"hypothesis","This building might be filled with a chemical that is essential to the plant growth.",5,3,4,4,16494,0.73015843,"why there is plant growth in an abandoned building",1.32102343342472
"building","study_4",98,"hypothesis","the plants dont need a lot of sunlight to grow and stay alive",2,2,2,2,18096,-0.299260584,"why there is plant growth in an abandoned building",-0.525050470132221
"building","study_4",108,"hypothesis","the plant evolved in such a way that it requires no sunlight",3,2,2,2.333333333,18351,-0.161078646,"why there is plant growth in an abandoned building",-0.174225127023173
"building","study_4",12,"hypothesis","If these plants can live without sunlight then they can be useful for the human race.",1,4,3,2.666666667,15749,0.352043298,"why there is plant growth in an abandoned building",0.670295006783168
"building","study_4",4,"hypothesis","The plants share similar properties to plants on ocean beds",5,3,4,4,15587,0.73015843,"why there is plant growth in an abandoned building",1.32102343342472
"building","study_4",103,"hypothesis","This building was probably abandoned in a rush and not properly cleaned out before leaving",3,3,2,2.666666667,18226,0.160287502,"why there is plant growth in an abandoned building",0.392834367922429
"building","study_4",3,"hypothesis","There are kinds of new plant life that can grow up without direct sunlight.",2,2,2,2,15562,-0.299260584,"why there is plant growth in an abandoned building",-0.525050470132221
"building","study_4",92,"hypothesis","They add vitamins to the water before watering the flowers.",3,4,3,3.333333333,17952,0.628407175,"why there is plant growth in an abandoned building",1.13388783765029
"building","study_4",37,"hypothesis","The plants are surviving off another form of energy other than direct sunlight.",3,3,3,3,16434,0.307041027,"why there is plant growth in an abandoned building",0.690466144311051
"building","study_4",24,"hypothesis","The planets grow better without sunlight",3,2,2,2.333333333,16038,-0.161078646,"why there is plant growth in an abandoned building",-0.174225127023173
"building","study_4",98,"hypothesis","the plants are able to grow without sunlight",2,2,2,2,18095,-0.299260584,"why there is plant growth in an abandoned building",-0.525050470132221
"building","study_4",39,"hypothesis","These plants were made elsewhere and were trans",3,3,NA,3,16493,0.215831138,"why there is plant growth in an abandoned building",0.514206191110664
"building","study_4",72,"hypothesis","If there are many kinds of plant life in the building, there must be pollinators living near the building.",4,4,5,4.333333333,17418,1.060096164,"why there is plant growth in an abandoned building",1.74955165135778
"building","study_4",78,"hypothesis","If these plant life require no direct sunlight to grow, then the plants may have adapted to take in extra gases in substitution of direct sunlight to gain the nutrients needed to grow",3,5,3,3.666666667,17567,0.949773323,"why there is plant growth in an abandoned building",1.47786024092044
"building","study_4",66,"hypothesis","If there is living things they must have been given water because that's what they need.",1,2,3,2,17265,-0.290688997,"why there is plant growth in an abandoned building",-0.549730742614752
"building","study_4",20,"hypothesis","They do not need light very much",1,2,2,1.666666667,15942,-0.437442523,"why there is plant growth in an abandoned building",-0.892152012790597
"building","study_4",66,"hypothesis","If there is plant life then there is a reason beause plants need water and sunlight to survive.",2,1,1,1.333333333,17266,-0.767380257,"why there is plant growth in an abandoned building",-1.65982791426348
"building","study_4",3,"hypothesis","The plant reveived some indirect sunlight.",2,3,2,2.333333333,15560,0.022105564,"why there is plant growth in an abandoned building",0.0972330878254381
"building","study_4",79,"hypothesis","The plant can reproduce without sun or water",4,2,2,2.666666667,17585,-0.022896707,"why there is plant growth in an abandoned building",-0.00594347946652664
"building","study_4",4,"hypothesis","The plants stretch out horizontally, to obtai",NA,3,NA,3,15588,0.16387815,"why there is plant growth in an abandoned building",0.386522290978887
"building","study_4",8,"hypothesis","The plants that grew in the building probably don't need a lot of sunlight to survive",2,2,2,2,15670,-0.299260584,"why there is plant growth in an abandoned building",-0.525050470132221
"building","study_4",45,"hypothesis","It there is chemicals lin the environement then the orgainsms could be using chemicals for energy?",2,4,NA,3,16664,0.425720133,"why there is plant growth in an abandoned building",0.66795754338036
"building","study_4",103,"hypothesis","the building is a nutrient rich, damp environment",3,3,3,3,18223,0.307041027,"why there is plant growth in an abandoned building",0.690466144311051
"building","study_4",17,"hypothesis","The sun could also be shining through the windows",2,3,3,2.666666667,15865,0.168859089,"why there is plant growth in an abandoned building",0.414394278783475
"building","study_4",117,"hypothesis","Some of these plants must be fungi",3,3,4,3.333333333,18592,0.453794553,"why there is plant growth in an abandoned building",0.877370398224682
"building","study_4",39,"hypothesis","These plants are genetically engineered to not need direct sunlight.",4,4,3,3.666666667,16490,0.766589114,"why there is plant growth in an abandoned building",1.38721413959545
"building","study_4",51,"hypothesis","Dominante species of plant life may have taken over species that were less dominante",2,4,3,3,16821,0.490225237,"why there is plant growth in an abandoned building",0.866730996624429
"building","study_4",78,"hypothesis","If these plants require no sunlight to grow, then the theory of survival of the fittest may have led a new type of plant life to develop over an extended amount of time",2,5,3,3.333333333,17568,0.811591384,"why there is plant growth in an abandoned building",1.18284257492424
"building","study_4",108,"hypothesis","different type of plant that doesnt use photosynthesis",2,3,3,2.666666667,18348,0.168859089,"why there is plant growth in an abandoned building",0.414394278783475
"building","study_4",117,"hypothesis","There must be water that can get to the plants",NA,2,3,2.5,18593,-0.095510854,"why there is plant growth in an abandoned building",-0.0503625538488029
"building","study_4",4,"hypothesis","The plants have extremely long roots to obtain minerals deep underground",5,5,4,4.666666667,15586,1.372890725,"why there is plant growth in an abandoned building",2.46479660560173
"building","study_4",85,"hypothesis","plants in here do not require much maintenence",2,2,2,2,17763,-0.299260584,"why there is plant growth in an abandoned building",-0.525050470132221
"building","study_4",75,"hypothesis","Maybe there are some kind of water source in the building.",3,2,3,2.666666667,17504,-0.01432512,"why there is plant growth in an abandoned building",0.16933166843992
"building","study_4",92,"hypothesis","These are a new species of plants that are being designed without the use of sun.",2,2,2,2,17951,-0.299260584,"why there is plant growth in an abandoned building",-0.525050470132221
"building","study_4",62,"hypothesis","Is there moisture in the building that could have led to fungus or bacteria?",3,3,NA,3,17129,0.215831138,"why there is plant growth in an abandoned building",0.514206191110664
"building","study_4",10,"hypothesis","These plants don't need direct sunlight to grow",2,2,2,2,15713,-0.299260584,"why there is plant growth in an abandoned building",-0.525050470132221
"building","study_4",9,"hypothesis","There might be a visitor helping the plant life survive",NA,2,3,2.5,15689,-0.095510854,"why there is plant growth in an abandoned building",-0.0503625538488029
"building","study_4",33,"hypothesis","There is new species of plants coming about",2,3,2,2.333333333,16321,0.022105564,"why there is plant growth in an abandoned building",0.0972330878254381
"building","study_4",72,"hypothesis","If the abandoned building receives no diret sunlight, then the plants use a different resource for nutrients.",2,3,3,2.666666667,17417,0.168859089,"why there is plant growth in an abandoned building",0.414394278783475
"building","study_4",72,"hypothesis","If the abandoned building is filled with many kinds of plant life, then the building must have been abandoned at least five years ago.",2,3,2,2.333333333,17416,0.022105564,"why there is plant growth in an abandoned building",0.0972330878254381
"building","study_4",39,"hypothesis","these plants might contain something vital to human life.",3,4,3,3.333333333,16492,0.628407175,"why there is plant growth in an abandoned building",1.13388783765029
"building","study_4",71,"hypothesis","The plants have evolved to not require sunlight",3,2,3,2.666666667,17390,-0.01432512,"why there is plant growth in an abandoned building",0.16933166843992
"building","study_4",52,"hypothesis","Someone exposed it to sunlight then put it back",3,3,3,3,16850,0.307041027,"why there is plant growth in an abandoned building",0.690466144311051
"building","study_4",109,"hypothesis","These plants are able to survive without sunlight.",2,2,2,2,18377,-0.299260584,"why there is plant growth in an abandoned building",-0.525050470132221
"building","study_4",103,"hypothesis","these plants probably thrive in dark environments and do not need sunlight",1,2,2,1.666666667,18225,-0.437442523,"why there is plant growth in an abandoned building",-0.892152012790597
"building","study_4",51,"hypothesis","The plants in this ecosystem may not photosynthesize",2,3,2,2.333333333,16824,0.022105564,"why there is plant growth in an abandoned building",0.0972330878254381
"building","study_4",51,"hypothesis","The soil in this abandoned building may be nutrient-rich",2,3,3,2.666666667,16825,0.168859089,"why there is plant growth in an abandoned building",0.414394278783475
"building","study_4",73,"hypothesis","It's been adandoned and has developed funguses and mold",3,3,4,3.333333333,17449,0.453794553,"why there is plant growth in an abandoned building",0.877370398224682
"building","study_4",55,"hypothesis","There is indirect sunlight that is enough for the plants to feed off of.",NA,2,3,2.5,16924,-0.095510854,"why there is plant growth in an abandoned building",-0.0503625538488029
"building","study_4",6,"hypothesis","Maybe someone comes to take are of the plants",4,2,3,3,15631,0.123856818,"why there is plant growth in an abandoned building",0.385195731785799
"building","study_4",28,"hypothesis","Someone intentionally placed these plants few hours before I came into the building",3,2,2,2.333333333,16158,-0.161078646,"why there is plant growth in an abandoned building",-0.174225127023173
"building","study_4",33,"hypothesis","There is another source of sunlight that plants are getting that the human eye can not see",5,2,3,3.333333333,16320,0.262038757,"why there is plant growth in an abandoned building",0.502815718500876
"building","study_4",54,"hypothesis","the plants growing in the building do not require last amounts of direct sunlight.",NA,2,2,2,16899,-0.265794504,"why there is plant growth in an abandoned building",-0.458112087866199
"building","study_4",63,"hypothesis","some people take care of them",4,2,4,3.333333333,17164,0.270610343,"why there is plant growth in an abandoned building",0.610722554187985
"building","study_4",28,"hypothesis","There may have been a reflective surface near the building that gave these plants little bit of sunglight",4,3,3,3.333333333,16159,0.445222966,"why there is plant growth in an abandoned building",0.90881115354593
"building","study_4",28,"hypothesis","These plants do not require sunlight",2,2,2,2,16160,-0.299260584,"why there is plant growth in an abandoned building",-0.525050470132221
"building","study_4",90,"hypothesis","these plants are illegal and someone had to hide them before being discovered, but brings light sources in",NA,4,3,3.5,17893,0.650275669,"why there is plant growth in an abandoned building",1.16697943522703
"building","study_4",26,"hypothesis","They receive water and have good soil to grow in.",2,2,3,2.333333333,16096,-0.152507059,"why there is plant growth in an abandoned building",-0.192003161191187
"building","study_4",62,"hypothesis","Could the building be made out of a material that plants can live off?",5,4,NA,4.5,17127,0.900698871,"why there is plant growth in an abandoned building",1.54651257143104
"building","study_4",14,"hypothesis","These types of plant life don't need a lot water and sunlight to survive.",3,2,2,2.333333333,15804,-0.161078646,"why there is plant growth in an abandoned building",-0.174225127023173
"building","study_4",55,"hypothesis","The plant life grows most efficiently in darkness.",2,3,2,2.333333333,16921,0.022105564,"why there is plant growth in an abandoned building",0.0972330878254381
"building","study_4",56,"hypothesis","Plants were brought here recently from outside",4,3,2,3,16949,0.298469441,"why there is plant growth in an abandoned building",0.588564644151372
"building","study_4",77,"hypothesis","Do the plants exhibit a genetic trait that allows survival in low sunlight conditions?",NA,4,NA,4,17546,0.601357921,"why there is plant growth in an abandoned building",1.02066302773262
"building","study_4",15,"hypothesis","these kinds of plant life don't need a lot of sunlight even could survive without sunlight",NA,2,2,2,15824,-0.265794504,"why there is plant growth in an abandoned building",-0.458112087866199
"building","study_4",47,"hypothesis","experimenting on a different type of gas that causes plant growth to flourish",3,5,3,3.666666667,16710,0.949773323,"why there is plant growth in an abandoned building",1.47786024092044
"building","study_4",47,"hypothesis","these plants are genetically modified to grow without sunlight",4,4,3,3.666666667,16711,0.766589114,"why there is plant growth in an abandoned building",1.38721413959545
"building","study_4",39,"hypothesis","These plants do not need direct sun to grow.",2,2,2,2,16491,-0.299260584,"why there is plant growth in an abandoned building",-0.525050470132221
"building","study_4",97,"hypothesis","The plant life may have adapted to the new environment",2,3,3,2.666666667,18070,0.168859089,"why there is plant growth in an abandoned building",0.414394278783475
"building","study_4",14,"hypothesis","Maybe they are a different type of organism.",4,4,2,3.333333333,15801,0.619835588,"why there is plant growth in an abandoned building",1.06904745082024
"building","study_4",13,"hypothesis","Thsse plants do not require direct sunlight",1,2,2,1.666666667,15773,-0.437442523,"why there is plant growth in an abandoned building",-0.892152012790597
"building","study_4",46,"hypothesis","The fertilizer and soil and other factors contribute to the plant's growth.",2,4,3,3,16686,0.490225237,"why there is plant growth in an abandoned building",0.866730996624429
"building","study_4",109,"hypothesis","These plants may only need minimal light source in order to survive.",1,2,2,1.666666667,18380,-0.437442523,"why there is plant growth in an abandoned building",-0.892152012790597
"building","study_4",7,"hypothesis","These plants have a mutation or some sort of genetic diversity that causes them to not need sunlight for photosynthesis or other major processes",4,4,4,4,15654,0.913342639,"why there is plant growth in an abandoned building",1.64413904879864
"building","study_4",36,"hypothesis","Is there a source of water?",2,NA,NA,2,16398,-0.148740275,"why there is plant growth in an abandoned building",-0.275329361359205
"building","study_4",55,"hypothesis","The plant life has adapted to their environment in order to survive.",2,3,3,2.666666667,16922,0.168859089,"why there is plant growth in an abandoned building",0.414394278783475
"building","study_4",85,"hypothesis","plants in this building are not light dependent",3,2,3,2.666666667,17764,-0.01432512,"why there is plant growth in an abandoned building",0.16933166843992
"building","study_4",77,"hypothesis","Does direct sunlight occur during another time period?",NA,4,NA,4,17548,0.601357921,"why there is plant growth in an abandoned building",1.02066302773262
"building","study_4",22,"hypothesis","this plant life is able to flourish on little to no sunlight",1,2,2,1.666666667,15990,-0.437442523,"why there is plant growth in an abandoned building",-0.892152012790597
"building","study_4",39,"hypothesis","Is there another source of direct light that could be happening without our knowledge",2,3,NA,2.5,16489,0.057504892,"why there is plant growth in an abandoned building",0.17396177748816
"building","study_4",47,"hypothesis","this building is a lab that belongs to a scientist doing research on plants",3,3,3,3,16713,0.307041027,"why there is plant growth in an abandoned building",0.690466144311051
"building","study_4",60,"hypothesis","The plants that have been growing may not need sunlight to live.",2,2,2,2,17064,-0.299260584,"why there is plant growth in an abandoned building",-0.525050470132221
"building","study_4",49,"hypothesis","someone comes in and caes for the plants unbeknownst to anyone",3,2,3,2.666666667,16767,-0.01432512,"why there is plant growth in an abandoned building",0.16933166843992
"building","study_4",33,"hypothesis","There were brought into the building already in adulthood",NA,2,2,2,16322,-0.265794504,"why there is plant growth in an abandoned building",-0.458112087866199
"building","study_4",101,"hypothesis","They eat each other.",4,5,4,4.333333333,18183,1.234708787,"why there is plant growth in an abandoned building",2.13801449686175
"building","study_4",24,"hypothesis","The planets still grow because they do not require light to grow",3,2,2,2.333333333,16040,-0.161078646,"why there is plant growth in an abandoned building",-0.174225127023173
"building","study_4",108,"hypothesis","moisture in the air",3,3,3,3,18350,0.307041027,"why there is plant growth in an abandoned building",0.690466144311051
"building","study_4",117,"hypothesis","These plants don't need a lot of nutrients to grow",2,3,3,2.666666667,18594,0.168859089,"why there is plant growth in an abandoned building",0.414394278783475
"building","study_4",2,"hypothesis","The high soil quality can cause plants to grow even if there is no sunlight.",2,4,3,3,15544,0.490225237,"why there is plant growth in an abandoned building",0.866730996624429
"building","study_4",2,"hypothesis","The rotten wood or other material from the building can cause plant life to grow",3,4,4,3.666666667,15545,0.7751607,"why there is plant growth in an abandoned building",1.37037104268327
"building","study_4",73,"hypothesis","Someones been coming into the building to grow and take care of plants",3,2,3,2.666666667,17451,-0.01432512,"why there is plant growth in an abandoned building",0.16933166843992
"building","study_4",6,"hypothesis","Maybe thes plants were genetically modified to grow wthout sunlight",2,4,4,3.333333333,15632,0.636978762,"why there is plant growth in an abandoned building",1.11366578687525
"building","study_4",6,"hypothesis","The plants aren't from earth.",4,5,2,3.666666667,15633,0.941201736,"why there is plant growth in an abandoned building",1.44022373875506
"building","study_4",60,"hypothesis","Panets do not always need sunlight to survive.",2,2,2,2,17063,-0.299260584,"why there is plant growth in an abandoned building",-0.525050470132221
"building","study_4",47,"hypothesis","these plants grew outside and were brought inside at the very last moment",3,2,2,2.333333333,16712,-0.161078646,"why there is plant growth in an abandoned building",-0.174225127023173
"building","study_4",60,"hypothesis","These plants have the ability to grow in an enviorment without sunlight.",2,2,2,2,17065,-0.299260584,"why there is plant growth in an abandoned building",-0.525050470132221
"building","study_4",26,"hypothesis","The plants where just placed there after being grow outside in sunlight.",4,2,2,2.666666667,16092,-0.022896707,"why there is plant growth in an abandoned building",-0.00594347946652664
"building","study_4",97,"hypothesis","The plants can be moss related and not need direct sunlight",3,3,3,3,18071,0.307041027,"why there is plant growth in an abandoned building",0.690466144311051
"building","study_4",82,"hypothesis","Somebody might be using the abandoned building as a horribly ineffective greenhouse.",3,4,3,3.333333333,17662,0.628407175,"why there is plant growth in an abandoned building",1.13388783765029
"building","study_4",14,"hypothesis","These plants find other ways to give themsleves energy verses using the sun.",2,3,3,2.666666667,15803,0.168859089,"why there is plant growth in an abandoned building",0.414394278783475
"building","study_4",79,"hypothesis","Sunlight kills these types of plants.",5,3,3,3.666666667,17584,0.583404904,"why there is plant growth in an abandoned building",1.04740354876377
"building","study_4",97,"hypothesis","There is a different root to groth other then photosynthesis",2,3,2,2.333333333,18073,0.022105564,"why there is plant growth in an abandoned building",0.0972330878254381
"building","study_4",121,"hypothesis","I believe that these plants are getting synthetic sunlight from a lamp of some sorts.",2,4,4,3.333333333,18693,0.636978762,"why there is plant growth in an abandoned building",1.11366578687525
"building","study_4",116,"hypothesis","Plant life thrived in humid conditions rather than sunlight causing the rapid growth of plants.",2,4,3,3,18571,0.490225237,"why there is plant growth in an abandoned building",0.866730996624429
"building","study_4",77,"hypothesis","Do the plants respond negatively to the introduction of direct sunlight (ex. death)",NA,3,NA,3,17547,0.16387815,"why there is plant growth in an abandoned building",0.386522290978887
"building","study_4",37,"hypothesis","The plants do not require photosynthesis to surive.",2,3,2,2.333333333,16435,0.022105564,"why there is plant growth in an abandoned building",0.0972330878254381
"building","study_4",27,"hypothesis","The plants are very self-sufficient",2,3,3,2.666666667,16130,0.168859089,"why there is plant growth in an abandoned building",0.414394278783475
"building","study_4",49,"hypothesis","maybe the building is not totally abandoned",3,2,3,2.666666667,16766,-0.01432512,"why there is plant growth in an abandoned building",0.16933166843992
"building","study_4",63,"hypothesis","inside the building is very humid",2,2,2,2,17163,-0.299260584,"why there is plant growth in an abandoned building",-0.525050470132221
"building","study_4",11,"hypothesis","Some plants can survive a long time without the need of direct sunlight.",3,2,2,2.333333333,15733,-0.161078646,"why there is plant growth in an abandoned building",-0.174225127023173
"building","study_4",20,"hypothesis","They coould generate some sources to replace the require of light",4,3,3,3.333333333,15941,0.445222966,"why there is plant growth in an abandoned building",0.90881115354593
"building","study_4",52,"hypothesis","Plants can do well without sunlight now",2,2,2,2,16849,-0.299260584,"why there is plant growth in an abandoned building",-0.525050470132221
"building","study_4",85,"hypothesis","plants do not undergo photosynthesis",2,3,2,2.333333333,17760,0.022105564,"why there is plant growth in an abandoned building",0.0972330878254381
"building","study_4",85,"hypothesis","plants here are an undiscovered type of species",2,3,2,2.333333333,17761,0.022105564,"why there is plant growth in an abandoned building",0.0972330878254381
"building","study_4",49,"hypothesis","the plants do not need sunlight to live",2,2,2,2,16769,-0.299260584,"why there is plant growth in an abandoned building",-0.525050470132221
"building","study_4",22,"hypothesis","there was proper nutrients to generate growth",NA,2,3,2.5,15988,-0.095510854,"why there is plant growth in an abandoned building",-0.0503625538488029
"building","study_4",48,"hypothesis","If plants grow without receiving any direct sunlight, then they have to be of a different l",1,2,NA,1.5,16732,-0.469036595,"why there is plant growth in an abandoned building",-1.02995947234969
"building","study_4",17,"hypothesis","The plants may have adapted to not relying on sunlight",3,2,3,2.666666667,15864,-0.01432512,"why there is plant growth in an abandoned building",0.16933166843992
"building","study_4",15,"hypothesis","there are indirect sunlight which could support plant life",2,2,3,2.333333333,15823,-0.152507059,"why there is plant growth in an abandoned building",-0.192003161191187
"building","study_4",33,"hypothesis","The plants in the building maybe some sort of different species of weeds",2,3,2,2.333333333,16319,0.022105564,"why there is plant growth in an abandoned building",0.0972330878254381
"building","study_4",69,"hypothesis","These plants do not require light.",2,2,2,2,17356,-0.299260584,"why there is plant growth in an abandoned building",-0.525050470132221
"building","study_4",69,"hypothesis","They existed somewhere else and were transported to the abandoned building.",3,2,2,2.333333333,17357,-0.161078646,"why there is plant growth in an abandoned building",-0.174225127023173
"building","study_4",98,"hypothesis","the building recently was damaged and blocked the sunlight that origianlly fueled the plants",5,3,2,3.333333333,18094,0.436651379,"why there is plant growth in an abandoned building",0.696174274053936
"building","study_4",24,"hypothesis","The planet have lived in the building for years, therefore they adopted new ways to grow and survive in those conditions",3,3,3,3,16036,0.307041027,"why there is plant growth in an abandoned building",0.690466144311051
"building","study_4",90,"hypothesis","the sunlight's rays still make their way into the building and are able to be absorbed by the plants",2,3,3,2.666666667,17891,0.168859089,"why there is plant growth in an abandoned building",0.414394278783475
"building","study_4",108,"hypothesis","maybe the plant is connected to another plant outside and thats how it recieves its light",4,5,4,4.333333333,18349,1.234708787,"why there is plant growth in an abandoned building",2.13801449686175
"building","study_4",28,"hypothesis","These plants may have grown up by feeding on other dead plants",5,4,4,4.333333333,16162,1.051524577,"why there is plant growth in an abandoned building",1.86993497244832
"building","study_4",28,"hypothesis","These plants might be fake plants",3,4,1,2.666666667,16163,0.334900125,"why there is plant growth in an abandoned building",0.572318824151325
"building","study_4",73,"hypothesis","It is recently abandoned and used to be a plant shop",3,3,3,3,17448,0.307041027,"why there is plant growth in an abandoned building",0.690466144311051
"building","study_4",24,"hypothesis","The planets use eachother's energy to grow",5,5,4,4.666666667,16041,1.372890725,"why there is plant growth in an abandoned building",2.46479660560173
"building","study_4",41,"hypothesis","plats share the space with other organisms that provide it with the needed energy to sustain its own life",4,4,4,4,16538,0.913342639,"why there is plant growth in an abandoned building",1.64413904879864
"building","study_4",56,"hypothesis","Someone comes and tends to them",3,2,3,2.666666667,16952,-0.01432512,"why there is plant growth in an abandoned building",0.16933166843992
"building","study_4",16,"hypothesis","Everyday a man comes into the abandoned building and brings the plants outside and then brings them inside when it is dark, which is why they are able to survive.",4,5,4,4.333333333,15836,1.234708787,"why there is plant growth in an abandoned building",2.13801449686175
"building","study_4",16,"hypothesis","The abandoned building contains living plants because the species of plants can live without direct sunlight.",2,2,2,2,15837,-0.299260584,"why there is plant growth in an abandoned building",-0.525050470132221
"building","study_4",87,"hypothesis","the plants use another source of energy than sunlinght",2,2,3,2.333333333,17822,-0.152507059,"why there is plant growth in an abandoned building",-0.192003161191187
"building","study_4",97,"hypothesis","Fungle organisms are acting as a muturalistic partener and helping the plants to survive",5,5,5,5,18069,1.51964425,"why there is plant growth in an abandoned building",2.72001448833075
"building","study_4",14,"hypothesis","Maybe someone planeted them there recently",4,3,2,3,15800,0.298469441,"why there is plant growth in an abandoned building",0.588564644151372
"building","study_4",82,"hypothesis","Plants may have evolved to not need light",2,2,3,2.333333333,17661,-0.152507059,"why there is plant growth in an abandoned building",-0.192003161191187
"building","study_4",38,"hypothesis","a new species of plants were discovered by someone but never presented to the world.",2,3,2,2.333333333,16465,0.022105564,"why there is plant growth in an abandoned building",0.0972330878254381
"building","study_4",26,"hypothesis","The top of the building receeds to allow direct sunlight.",3,3,3,3,16093,0.307041027,"why there is plant growth in an abandoned building",0.690466144311051
"building","study_4",75,"hypothesis","Maybe there are asome animals living in the abandoned building that is supported by the plant.",3,4,4,3.666666667,17503,0.7751607,"why there is plant growth in an abandoned building",1.37037104268327
"building","study_4",89,"hypothesis","The plants that are in the darkest corner of the building will be inferior in size to the others",2,3,3,2.666666667,17868,0.168859089,"why there is plant growth in an abandoned building",0.414394278783475
"building","study_4",62,"hypothesis","Do the plants in the building even require sunlight to grow?",NA,2,NA,2,17128,-0.273601621,"why there is plant growth in an abandoned building",-0.496846020253731
"building","study_4",94,"hypothesis","If an abandoned building is filled with plants and recieves no sunlight, then the plants must be categorized as fungi or protists.",2,4,5,3.666666667,17994,0.783732287,"why there is plant growth in an abandoned building",1.19058290202545
"building","study_4",79,"hypothesis","These plants live off of small insects giving them nutrients they need to grow.",3,5,5,4.333333333,17588,1.243280373,"why there is plant growth in an abandoned building",1.96645161835988
